"","X","Chromosome","Start","End","Strand","Strand.1","AddressA","AddressB","Design","Color","Context","Random","HumanMethylation27","Mismatches.A","Mismatches.B","CGI.Relation","CpG","GC","SNPs.3","SNPs.5","SNPs.Full","Cross.reactive","ID"
"65871","cg04281898","chr17",7011140,7011141,"+","+",24709309,24709309,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",5,59,0,1,1,0,"cg04281898"
"65873","cg09691117","chr17",7011586,7011587,"-","-",17752478,17752478,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",5,62,1,1,1,0,"cg09691117"
"65874","cg01754009","chr17",7017953,7017954,"+","+",37802303,37802303,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",3,63,1,2,5,0,"cg01754009"
"65876","cg14089110","chr17",7018627,7018628,"-","-",70733436,70733436,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",3,61,1,1,1,0,"cg14089110"
"65896","cg22122462","chr17",7155557,7155558,"-","-",53657498,46607416,"I","Grn","CG",FALSE,FALSE,0,0,"Island",7,70,1,1,1,0,"cg22122462"
"65912","cg12474936","chr17",7232850,7232851,"-","-",31759454,58700490,"I","Red","CG",FALSE,FALSE,0,0,"Island",10,65,1,1,1,0,"cg12474936"
"65915","cg25988106","chr17",7258481,7258482,"-","-",28704420,28704420,"II","Both","CG",FALSE,FALSE,0,0,"South Shelf",3,66,1,1,1,0,"cg25988106"
"65922","cg08456043","chr17",7320581,7320582,"+","+",40656421,43608378,"I","Red","CG",FALSE,FALSE,0,0,"Island",10,77,1,1,1,0,"cg08456043"
"65923","cg13062137","chr17",7322211,7322212,"+","+",10663420,10663420,"II","Both","CG",FALSE,FALSE,0,0,"South Shore",2,55,0,1,2,0,"cg13062137"
"65930","cg05305893","chr17",7347123,7347124,"-","-",47628327,47628327,"II","Both","CG",FALSE,FALSE,0,0,"North Shore",2,51,1,1,1,0,"cg05305893"
"65940","cg04450032","chr17",7382860,7382861,"+","+",55714343,32605353,"I","Red","CG",FALSE,FALSE,0,0,"South Shore",11,81,1,1,1,0,"cg04450032"
"65946","cg01053894","chr17",7448288,7448289,"-","-",31782505,31782505,"II","Both","CG",FALSE,FALSE,0,0,"North Shelf",1,31,1,1,1,0,"cg01053894"
"65953","cg01623657","chr17",7477935,7477936,"+","+",32651302,32651302,"II","Both","CG",FALSE,FALSE,0,0,"South Shore",5,54,1,1,1,7,"cg01623657"
"65956","cg04198562","chr17",7490230,7490231,"-","-",45656491,45656491,"II","Both","CG",FALSE,FALSE,0,0,"North Shelf",4,59,1,1,1,0,"cg04198562"
"65970","cg05432794","chr17",7608136,7608137,"-","-",29696424,29696424,"II","Both","CG",FALSE,FALSE,0,0,"North Shore",5,52,0,1,1,0,"cg05432794"
"65974","cg16144436","chr17",7645325,7645326,"+","+",53799451,53799451,"II","Both","CG",FALSE,FALSE,0,0,"South Shore",2,50,1,1,1,0,"cg16144436"
"65975","cg04411941","chr17",7692701,7692702,"-","-",35655327,35655327,"II","Both","CG",FALSE,FALSE,0,0,"South Shelf",5,62,1,1,2,0,"cg04411941"
"65980","cg13728103","chr17",7765133,7765134,"-","-",13657326,13657326,"II","Both","CG",FALSE,FALSE,0,0,"South Shelf",1,40,0,1,1,0,"cg13728103"
"65981","cg25294526","chr17",7786177,7786178,"+","+",62768408,57707443,"I","Red","CG",FALSE,FALSE,0,0,"North Shelf",2,60,0,1,1,0,"cg25294526"
"65982","cg19255828","chr17",7790048,7790049,"+","+",69638391,46603391,"I","Grn","CG",FALSE,FALSE,0,0,"South Shore",3,62,1,1,1,0,"cg19255828"
"65984","cg13377102","chr17",7832764,7832765,"-","-",66788302,72626403,"I","Red","CG",FALSE,FALSE,0,0,"Island",8,71,1,1,1,0,"cg13377102"
"65997","cg06848060","chr17",7907755,7907756,"-","-",31625308,31625308,"II","Both","CG",FALSE,FALSE,0,0,"North Shore",1,39,1,1,1,0,"cg06848060"
"66005","cg10350186","chr17",7967244,7967245,"+","+",40704494,55684482,"I","Red","CG",FALSE,FALSE,0,0,"Open Sea",4,60,1,1,1,0,"cg10350186"
"66008","cg18615222","chr17",7986121,7986122,"+","+",36618438,36618438,"II","Both","CG",FALSE,FALSE,0,0,"South Shelf",2,53,1,1,1,1,"cg18615222"
"66010","cg15188150","chr17",7992466,7992467,"+","+",37728375,37728375,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",4,51,1,1,1,0,"cg15188150"
"66015","cg06219041","chr17",8022544,8022545,"+","+",35639424,35639424,"II","Both","CG",FALSE,FALSE,0,0,"North Shore",4,47,1,1,2,0,"cg06219041"
"66019","cg27248455","chr17",8024759,8024760,"-","-",54615418,54615418,"II","Both","CG",FALSE,FALSE,0,0,"Island",8,55,1,1,1,0,"cg27248455"
"66023","cg07385038","chr17",8060220,8060221,"-","-",50764442,67667499,"I","Red","CG",FALSE,FALSE,0,0,"Island",6,64,1,1,2,0,"cg07385038"
"66038","cg01797265","chr17",8265333,8265334,"-","-",34804430,34804430,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",3,39,1,1,1,0,"cg01797265"
"66042","cg03163302","chr17",8301166,8301167,"-","-",67748331,33600456,"I","Grn","CG",FALSE,FALSE,0,0,"Open Sea",9,63,1,1,1,0,"cg03163302"
"66052","cg03131730","chr17",8638810,8638811,"-","-",22774302,22774302,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",6,58,1,1,1,0,"cg03131730"
"66057","cg11927584","chr17",8661887,8661888,"-","-",71646376,71646376,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",3,50,1,1,1,0,"cg11927584"
"66061","cg07807111","chr17",8699116,8699117,"-","-",28755369,28755369,"II","Both","CG",FALSE,FALSE,0,0,"North Shelf",2,49,1,1,2,0,"cg07807111"
"66076","cg20860533","chr17",9066329,9066330,"-","-",66715452,66715452,"II","Both","CG",FALSE,FALSE,0,0,"Island",6,69,1,1,1,0,"cg20860533"
"66077","cg05879810","chr17",9102328,9102329,"-","-",25807489,25807489,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,49,1,1,1,0,"cg05879810"
"66079","cg19192101","chr17",9129315,9129316,"-","-",13660472,53770314,"I","Red","CG",FALSE,FALSE,0,0,"Open Sea",7,74,0,1,1,0,"cg19192101"
"66089","cg20979099","chr17",9479224,9479225,"+","+",74611459,74611459,"II","Both","CG",FALSE,FALSE,0,0,"Island",11,63,0,1,1,0,"cg20979099"
"66098","cg25841237","chr17",9631542,9631543,"-","-",14678448,37627464,"I","Red","CG",FALSE,FALSE,0,0,"Open Sea",8,61,1,1,1,0,"cg25841237"
"66103","cg14491761","chr17",9727913,9727914,"+","+",69604429,69604429,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,53,0,1,1,0,"cg14491761"
"66106","cg18976191","chr17",9806745,9806746,"-","-",64765438,59733327,"I","Grn","CG",FALSE,FALSE,0,0,"North Shore",11,71,1,1,1,0,"cg18976191"
"66107","cg06634367","chr17",9806770,9806771,"+","+",16610505,11714504,"I","Grn","CG",FALSE,FALSE,0,0,"North Shore",10,69,1,1,3,0,"cg06634367"
"66110","cg00695656","chr17",9808690,9808691,"+","+",16723410,16723410,"II","Both","CG",FALSE,FALSE,0,0,"South Shore",2,61,1,2,2,0,"cg00695656"
"66112","cg00041564","chr17",9809187,9809188,"+","+",23800323,23800323,"II","Both","CG",FALSE,FALSE,0,0,"South Shore",5,55,1,1,1,0,"cg00041564"
"66135","cg01380763","chr17",10544456,10544457,"+","+",43723390,43723390,"II","Both","CG",FALSE,FALSE,0,0,"South Shelf",4,53,0,1,1,0,"cg01380763"
"66136","cg22108292","chr17",10560676,10560677,"-","-",73747458,74806326,"I","Red","CG",FALSE,FALSE,0,0,"Open Sea",3,59,0,1,2,0,"cg22108292"
"66140","cg17912345","chr17",10600914,10600915,"+","+",64717444,27737313,"I","Red","CG",FALSE,FALSE,0,0,"Island",11,61,1,1,1,0,"cg17912345"
"66142","cg08879870","chr17",10601038,10601039,"-","-",35766510,13771440,"I","Red","CG",FALSE,FALSE,0,0,"Island",11,77,0,1,1,0,"cg08879870"
"66152","cg10030648","chr17",11322852,11322853,"+","+",61642496,61642496,"II","Both","CG",TRUE,FALSE,0,0,"Open Sea",2,39,1,1,1,0,"cg10030648"
"66155","cg11563881","chr17",11464872,11464873,"-","-",29698464,29698464,"II","Both","CG",FALSE,FALSE,0,0,"South Shelf",1,55,1,1,1,0,"cg11563881"
"66156","cg08002427","chr17",11503508,11503509,"-","-",31621373,31621373,"II","Both","CG",FALSE,FALSE,0,0,"South Shore",2,41,1,1,1,0,"cg08002427"
"66160","cg17852021","chr17",11900443,11900444,"-","-",21747391,21747391,"II","Both","CG",FALSE,FALSE,0,0,"Island",8,63,0,1,1,0,"cg17852021"
"66166","cg17578330","chr17",12310544,12310545,"-","-",38642481,38642481,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,47,1,1,1,0,"cg17578330"
"66174","cg26913336","chr17",12569095,12569096,"+","+",15800471,67713319,"I","Red","CG",FALSE,FALSE,0,0,"Island",12,69,1,1,1,0,"cg26913336"
"66182","cg13723217","chr17",12927897,12927898,"-","-",73623302,73623302,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",5,60,1,1,1,0,"cg13723217"
"66189","cg03436461","chr17",13504687,13504688,"+","+",30669344,30669344,"II","Both","CG",FALSE,FALSE,0,0,"Island",8,63,1,1,1,0,"cg03436461"
"66195","cg03355239","chr17",13927617,13927618,"-","-",58769441,58769441,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,57,1,1,1,16,"cg03355239"
"66210","cg21700440","chr17",14206225,14206226,"-","-",28631411,45732475,"I","Red","CG",FALSE,FALSE,0,0,"Island",11,58,1,1,1,0,"cg21700440"
"66215","cg09914404","chr17",14215442,14215443,"+","+",63705449,33756436,"I","Red","CG",FALSE,FALSE,0,0,"South Shelf",3,46,0,1,1,0,"cg09914404"
"66216","cg18448906","chr17",14603178,14603179,"-","-",15650447,15650447,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,39,1,1,1,0,"cg18448906"
"66227","cg20140398","chr17",15164292,15164293,"+","+",69639494,47629462,"I","Red","CG",FALSE,FALSE,0,0,"Island",7,66,1,1,1,0,"cg20140398"
"66240","cg04197482","chr17",15607775,15607776,"+","+",25657394,19791489,"I","Red","CG",FALSE,FALSE,0,1,"Island",12,74,1,1,1,2,"cg04197482"
"66241","cg00871204","chr17",15620678,15620679,"+","+",16684385,16684385,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,35,1,1,1,0,"cg00871204"
"66242","cg11338917","chr17",15635401,15635402,"-","-",60786402,60786402,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",3,56,1,1,1,2,"cg11338917"
"66253","cg13749124","chr17",15687603,15687604,"+","+",66780460,66780460,"II","Both","CG",FALSE,FALSE,0,0,"South Shore",1,41,1,1,1,0,"cg13749124"
"66256","cg08379019","chr17",15721325,15721326,"-","-",39700477,39700477,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",10,62,1,1,2,1,"cg08379019"
"66259","cg07937925","chr17",15820699,15820700,"-","-",26685463,51633481,"I","Red","CG",FALSE,FALSE,0,0,"Island",9,72,1,1,3,0,"cg07937925"
"66261","cg20504533","chr17",15848253,15848254,"-","-",69728311,60681435,"I","Grn","CG",FALSE,FALSE,0,0,"Island",15,70,1,1,1,0,"cg20504533"
"66266","cg09759619","chr17",16048731,16048732,"-","-",36626376,68624480,"I","Red","CG",FALSE,FALSE,0,0,"Open Sea",6,71,2,2,2,652,"cg09759619"
"66295","cg01787735","chr17",16690169,16690170,"-","-",32662312,32662312,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",3,38,1,1,1,0,"cg01787735"
"66302","cg19107865","chr17",16941778,16941779,"+","+",67778307,67778307,"II","Both","CG",FALSE,FALSE,0,0,"North Shelf",1,43,1,1,1,0,"cg19107865"
"66307","cg20525527","chr17",17056629,17056630,"+","+",28762374,28762374,"II","Both","CG",FALSE,FALSE,1,0,"Open Sea",2,57,1,1,1,0,"cg20525527"
"66312","cg14099398","chr17",17109800,17109801,"+","+",63743406,50701363,"I","Red","CG",FALSE,FALSE,0,0,"North Shore",10,72,0,1,1,0,"cg14099398"
"66319","cg27410828","chr17",17206386,17206387,"+","+",58746488,58746488,"II","Both","CG",FALSE,FALSE,0,0,"North Shore",2,47,1,1,1,0,"cg27410828"
"66322","cg08693337","chr17",17208921,17208922,"-","-",14806491,14806491,"II","Both","CG",FALSE,FALSE,0,0,"South Shore",2,56,1,1,1,0,"cg08693337"
"66326","cg12607235","chr17",17359719,17359720,"-","-",10760377,10760377,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",5,54,1,1,1,0,"cg12607235"
"66331","cg09861450","chr17",17400111,17400112,"-","-",68732492,68732492,"II","Both","CG",FALSE,FALSE,0,0,"Island",5,51,1,1,1,0,"cg09861450"
"66334","cg04878159","chr17",17580647,17580648,"-","-",11640487,11640487,"II","Both","CG",FALSE,FALSE,0,0,"North Shelf",1,53,1,1,1,0,"cg04878159"
"66336","cg26976412","chr17",17626127,17626128,"-","-",61654486,68663379,"I","Grn","CG",FALSE,FALSE,0,0,"Island",9,66,1,1,2,0,"cg26976412"
"66339","cg00790307","chr17",17684042,17684043,"+","+",47760350,47760350,"II","Both","CG",FALSE,FALSE,0,0,"North Shore",2,55,1,1,1,0,"cg00790307"
"66341","cg15030378","chr17",17726965,17726966,"-","-",67753461,70724339,"I","Grn","CG",FALSE,FALSE,0,0,"Island",15,79,1,1,2,0,"cg15030378"
"66345","cg17514485","chr17",17824756,17824757,"+","+",62620342,62620342,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,43,1,1,1,0,"cg17514485"
"66358","cg24744031","chr17",18057215,18057216,"-","-",45751461,50623406,"I","Red","CG",FALSE,FALSE,0,0,"Open Sea",6,67,1,1,2,0,"cg24744031"
"66360","cg18016620","chr17",18088095,18088096,"-","-",36618320,36618320,"II","Both","CG",FALSE,FALSE,0,0,"Island",8,62,1,1,1,0,"cg18016620"
"66365","cg04986009","chr17",18164404,18164405,"-","-",59600432,37778398,"I","Red","CG",FALSE,FALSE,0,0,"Island",6,62,1,1,1,0,"cg04986009"
"66378","cg13074811","chr17",18421335,18421336,"-","-",62607394,62607394,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,45,1,1,1,0,"cg13074811"
"66380","cg00662258","chr17",18432149,18432150,"+","+",29646474,29646474,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,35,1,1,1,1,"cg00662258"
"66415","cg01136380","chr17",18874685,18874686,"-","-",47634479,47634479,"II","Both","CG",FALSE,FALSE,0,0,"Island",4,64,1,1,1,0,"cg01136380"
"66425","cg05838959","chr17",19015870,19015871,"+","+",57810442,63698497,"I","Red","CG",FALSE,FALSE,0,0,"South Shore",7,51,1,1,1,4,"cg05838959"
"66426","cg16919567","chr17",19015961,19015962,"-","-",26613460,26613460,"II","Both","CG",FALSE,FALSE,0,0,"South Shore",4,46,0,1,2,2,"cg16919567"
"66430","cg27156510","chr17",19277143,19277144,"+","+",73639456,73639456,"II","Both","CG",FALSE,FALSE,0,0,"North Shelf",3,53,1,1,1,0,"cg27156510"
"66434","cg21158317","chr17",19314299,19314300,"-","-",52743491,52743491,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",5,66,0,1,1,0,"cg21158317"
"66437","cg14106345","chr17",19317240,19317241,"+","+",10750363,10750363,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,64,1,1,1,0,"cg14106345"
"66442","cg19749257","chr17",19411474,19411475,"-","-",61732417,27690385,"I","Red","CG",FALSE,FALSE,0,0,"South Shore",7,57,1,1,2,0,"cg19749257"
"66443","cg15903989","chr17",19411827,19411828,"+","+",41699487,60727385,"I","Red","CG",FALSE,FALSE,0,0,"South Shore",7,74,1,1,1,0,"cg15903989"
"66446","cg25372607","chr17",19460159,19460160,"+","+",40603441,40603441,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",4,51,1,1,1,0,"cg25372607"
"66447","cg05489022","chr17",19460161,19460162,"+","+",34687323,34687323,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",4,50,1,1,1,0,"cg05489022"
"66453","cg15708148","chr17",19616016,19616017,"+","+",16724366,16724366,"II","Both","CG",FALSE,FALSE,0,0,"North Shore",2,48,1,1,1,0,"cg15708148"
"66455","cg16569407","chr17",19617253,19617254,"+","+",34703426,34703426,"II","Both","CG",FALSE,FALSE,0,0,"Island",7,67,1,1,1,0,"cg16569407"
"66458","cg12434897","chr17",19627822,19627823,"-","-",20616326,20616326,"II","Both","CG",FALSE,FALSE,0,0,"North Shore",4,66,1,1,1,0,"cg12434897"
"66467","cg11600594","chr17",19775482,19775483,"-","-",47793507,47793507,"II","Both","CG",FALSE,FALSE,0,0,"South Shelf",5,52,0,1,1,0,"cg11600594"
"66468","cg01102046","chr17",19801249,19801250,"-","-",70742470,70742470,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,55,1,1,1,0,"cg01102046"
"66475","cg09532679","chr17",20059344,20059345,"-","-",38698414,66759350,"I","Red","CG",FALSE,FALSE,0,1,"Island",10,72,0,1,1,0,"cg09532679"
"66486","cg23047322","chr17",20688483,20688484,"-","-",49670479,49670479,"II","Both","CG",FALSE,FALSE,0,0,"South Shore",3,49,1,1,1,1,"cg23047322"
"66489","cg24669311","chr17",20747058,20747059,"+","+",33763419,70689461,"I","Red","CG",FALSE,FALSE,0,0,"Island",11,71,1,1,2,7,"cg24669311"
"66497","cg26991296","chr17",20841833,20841834,"-","-",63786371,31662336,"I","Red","CG",FALSE,FALSE,0,0,"Open Sea",7,58,1,1,1,0,"cg26991296"
"66498","cg05653055","chr17",20841843,20841844,"-","-",40710321,35804376,"I","Red","CG",FALSE,FALSE,0,0,"Open Sea",7,61,1,1,2,0,"cg05653055"
"66503","cg18983818","chr17",21176176,21176177,"-","-",63739385,71604507,"I","Red","CG",FALSE,FALSE,0,0,"North Shelf",3,66,0,1,1,0,"cg18983818"
"66505","cg04589021","chr17",21193432,21193433,"-","-",33688316,33688316,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",4,66,1,1,1,0,"cg04589021"
"66506","cg04370834","chr17",21194769,21194770,"-","-",34681315,34681315,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",4,60,1,1,1,0,"cg04370834"
"66521","cg11005943","chr17",21319855,21319856,"+","+",28783494,28783494,"II","Both","CG",FALSE,FALSE,0,0,"Island",8,68,0,1,2,0,"cg11005943"
"66523","cg25401465","chr17",21360419,21360420,"+","+",21751473,19742346,"I","Red","CG",FALSE,FALSE,0,0,"Open Sea",11,84,0,1,1,0,"cg25401465"
"66526","cg25758690","chr17",21414701,21414702,"-","-",31754300,73654504,"I","Red","CG",FALSE,FALSE,0,0,"North Shore",5,48,0,1,2,1,"cg25758690"
"66538","cg18873509","chr17",21727476,21727477,"-","-",40700434,40700434,"II","Both","CG",FALSE,FALSE,0,0,"North Shelf",1,46,1,1,1,0,"cg18873509"
"66542","cg01699727","chr17",21903947,21903948,"+","+",37755325,73725429,"I","Grn","CG",FALSE,FALSE,0,0,"Open Sea",11,65,0,1,1,0,"cg01699727"
"66553","cg03442863","chr17",25308932,25308933,"-","-",13672458,13672458,"II","Both","CG",FALSE,FALSE,1,0,"North Shore",4,54,0,1,1,1,"cg03442863"
"66555","cg14656727","chr17",25311526,25311527,"+","+",74782307,74782307,"II","Both","CG",FALSE,FALSE,0,0,"South Shelf",1,44,1,1,1,0,"cg14656727"
"66561","cg10664801","chr17",25647475,25647476,"+","+",34674462,34674462,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,52,0,1,1,0,"cg10664801"
"66562","cg13824191","chr17",25660372,25660373,"+","+",43609304,43609304,"II","Both","CG",FALSE,FALSE,0,0,"South Shore",6,58,0,1,1,0,"cg13824191"
"66566","cg17651926","chr17",25805881,25805882,"+","+",63709466,63709466,"II","Both","CG",FALSE,FALSE,1,0,"Open Sea",2,51,1,1,1,0,"cg17651926"
"66570","cg23290146","chr17",25958303,25958304,"+","+",55609394,55609394,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",4,64,1,1,1,2,"cg23290146"
"66571","cg23372527","chr17",25994010,25994011,"-","-",39807451,39807451,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,63,1,1,1,0,"cg23372527"
"66581","cg20681704","chr17",26594090,26594091,"+","+",71694304,19683347,"I","Grn","CG",FALSE,FALSE,0,0,"Open Sea",9,62,0,1,1,1,"cg20681704"
"66586","cg04929665","chr17",26652175,26652176,"+","+",71768461,71768461,"II","Both","CG",TRUE,FALSE,0,0,"Open Sea",1,40,1,1,1,0,"cg04929665"
"66592","cg08574632","chr17",26794815,26794816,"+","+",51728342,51728342,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",5,49,1,1,1,3,"cg08574632"
"66596","cg06367117","chr17",26903928,26903929,"-","-",72641366,72641366,"II","Both","CG",FALSE,TRUE,0,0,"Open Sea",6,66,1,1,1,0,"cg06367117"
"66603","cg18150958","chr17",27050723,27050724,"-","-",27763384,27763384,"II","Both","CG",FALSE,FALSE,0,0,"North Shelf",1,45,1,1,1,0,"cg18150958"
"66613","cg23437704","chr17",27169887,27169888,"+","+",73743397,25791400,"I","Red","CG",FALSE,FALSE,0,0,"Island",8,71,0,1,1,0,"cg23437704"
"66614","cg04212500","chr17",27184533,27184534,"-","-",51801354,51801354,"II","Both","CG",FALSE,FALSE,0,0,"South Shelf",3,56,1,1,1,0,"cg04212500"
"66615","cg25246281","chr17",27188748,27188749,"+","+",47641419,47641419,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,62,1,1,1,0,"cg25246281"
"66616","cg22896102","chr17",27272875,27272876,"-","-",16686307,16686307,"II","Both","CG",FALSE,FALSE,0,0,"North Shelf",3,55,1,1,1,0,"cg22896102"
"66620","cg26939204","chr17",27343779,27343780,"-","-",18645363,18645363,"II","Both","CG",FALSE,FALSE,0,0,"North Shelf",3,54,1,1,1,0,"cg26939204"
"66622","cg06144905","chr17",27369780,27369781,"+","+",34628432,34628432,"II","Both","CG",FALSE,TRUE,0,0,"Open Sea",2,53,1,1,1,0,"cg06144905"
"66630","cg23793172","chr17",27616918,27616919,"-","-",13678366,13678366,"II","Both","CG",FALSE,FALSE,0,0,"North Shelf",1,32,1,1,1,0,"cg23793172"
"66636","cg26955234","chr17",27912415,27912416,"-","-",59717424,59717424,"II","Both","CG",FALSE,FALSE,0,0,"North Shelf",3,57,1,1,1,0,"cg26955234"
"66646","cg14517309","chr17",28511883,28511884,"+","+",45660458,45660458,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,52,1,1,1,0,"cg14517309"
"66647","cg24984698","chr17",28548496,28548497,"+","+",31728336,31728336,"II","Both","CG",FALSE,FALSE,1,0,"Open Sea",3,72,0,1,1,0,"cg24984698"
"66648","cg05951817","chr17",28562142,28562143,"+","+",60651500,60651500,"II","Both","CG",FALSE,FALSE,0,0,"North Shore",4,55,0,1,1,0,"cg05951817"
"66651","cg24430871","chr17",28592047,28592048,"-","-",49612308,49612308,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,28,1,1,1,0,"cg24430871"
"66653","cg15737458","chr17",28886390,28886391,"+","+",63600392,63600392,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",4,68,1,1,1,1,"cg15737458"
"66665","cg22426650","chr17",28927925,28927926,"-","-",46686336,46686336,"II","Both","CG",FALSE,FALSE,0,0,"Island",10,74,0,1,3,1,"cg22426650"
"66671","cg14411912","chr17",29038045,29038046,"-","-",12767481,43648501,"I","Grn","CG",FALSE,FALSE,0,0,"South Shore",5,55,1,1,2,0,"cg14411912"
"66672","cg25115829","chr17",29057586,29057587,"-","-",45626381,45626381,"II","Both","CG",FALSE,FALSE,0,0,"North Shore",2,54,1,1,1,1,"cg25115829"
"66686","cg07206442","chr17",29716187,29716188,"+","+",14753300,14753300,"II","Both","CG",FALSE,FALSE,0,0,"North Shelf",3,52,1,1,1,0,"cg07206442"
"66688","cg12243452","chr17",29719290,29719291,"+","+",49609317,49609317,"II","Both","CG",FALSE,FALSE,0,0,"Island",7,65,0,1,1,0,"cg12243452"
"66696","cg10042885","chr17",29876518,29876519,"+","+",67710399,11690376,"I","Red","CG",FALSE,FALSE,0,0,"Island",10,75,0,1,1,0,"cg10042885"
"66702","cg08867549","chr17",29888620,29888621,"-","-",58703486,58703486,"II","Both","CG",FALSE,FALSE,0,0,"South Shore",3,61,1,1,2,0,"cg08867549"
"66704","cg24984384","chr17",29901806,29901807,"+","+",15644505,15644505,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",6,56,1,1,1,0,"cg24984384"
"66706","cg00688803","chr17",29902829,29902830,"-","-",59735468,59735468,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,56,1,1,1,0,"cg00688803"
"66707","cg25002069","chr17",29937616,29937617,"+","+",49708359,49708359,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,55,1,1,1,0,"cg25002069"
"66709","cg24140528","chr17",30158473,30158474,"-","-",65694438,65694438,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,50,1,1,1,0,"cg24140528"
"66710","cg22454227","chr17",30186375,30186376,"-","-",14696377,62671361,"I","Red","CG",FALSE,FALSE,0,0,"Island",16,85,1,1,1,0,"cg22454227"
"66714","cg24413314","chr17",30289687,30289688,"+","+",60723320,60723320,"II","Both","CG",TRUE,FALSE,0,0,"Open Sea",2,38,1,1,2,0,"cg24413314"
"66717","cg00897863","chr17",30347422,30347423,"-","-",53661325,53661325,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,53,1,1,2,5,"cg00897863"
"66719","cg24720967","chr17",30439689,30439690,"+","+",48799487,48799487,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",9,62,1,1,1,0,"cg24720967"
"66721","cg22650022","chr17",30478575,30478576,"-","-",27737414,27737414,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",3,43,1,1,1,0,"cg22650022"
"66736","cg05527721","chr17",31320695,31320696,"-","-",15751318,31765425,"I","Red","CG",FALSE,FALSE,0,0,"Open Sea",6,60,1,1,2,0,"cg05527721"
"66741","cg14827740","chr17",31543249,31543250,"-","-",55660374,55660374,"II","Both","CG",TRUE,FALSE,0,0,"Open Sea",2,39,0,1,1,0,"cg14827740"
"66742","cg07900998","chr17",31621394,31621395,"+","+",42757304,42757304,"II","Both","CG",FALSE,FALSE,0,0,"South Shore",1,47,1,1,1,0,"cg07900998"
"66748","cg08540958","chr17",32582246,32582247,"-","-",44784348,44784348,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,55,1,1,1,0,"cg08540958"
"66753","cg01566155","chr17",32685450,32685451,"-","-",57608394,57608394,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,56,0,1,1,0,"cg01566155"
"66768","cg10863207","chr17",33412186,33412187,"-","-",30625326,30625326,"II","Both","CG",FALSE,FALSE,0,0,"North Shelf",1,45,0,1,1,0,"cg10863207"
"66773","cg03769704","chr17",33568966,33568967,"+","+",43669445,36757337,"I","Grn","CG",FALSE,FALSE,0,0,"North Shore",3,61,1,1,1,0,"cg03769704"
"66785","cg20086657","chr17",33734664,33734665,"-","-",31806309,31806309,"II","Both","CG",FALSE,FALSE,0,0,"Island",6,64,1,1,1,0,"cg20086657"
"66794","cg21482167","chr17",33790944,33790945,"+","+",58603465,58603465,"II","Both","CG",FALSE,FALSE,0,0,"South Shelf",1,51,1,1,1,0,"cg21482167"
